,timestamp,component,metric_name,value,unit
48,2026-06-29 17:03:00,recommendation-db,db_cpu_percent,33.9,%
49,2026-06-29 17:03:00,recommendation-db,db_connection_count,24.0,count
50,2026-06-29 17:03:00,recommendation-db,db_read_qps,153.0,qps
51,2026-06-29 17:03:00,recommendation-db,db_write_qps,17.0,qps
52,2026-06-29 17:03:00,recommendation-db,db_query_latency_ms,4.1,ms
53,2026-06-29 17:03:00,recommendation-cache,cache_hit_rate,87.47,%
54,2026-06-29 17:03:00,recommendation-cache,cache_refresh_rate,16.0,ops
55,2026-06-29 17:03:00,recommendation-cache,cache_evictions,4.0,count
56,2026-06-29 17:03:00,ranking-service,pod_cpu_percent,50.1,%
57,2026-06-29 17:03:00,ranking-service,pod_memory_percent,53.2,%
58,2026-06-29 17:03:00,business,recommendation_ctr,4.22,%
59,2026-06-29 17:03:00,business,homepage_load_time,339.19,ms
60,2026-06-29 17:04:00,recommendation-api,recommendation_requests_total,3079.0,count
61,2026-06-29 17:04:00,recommendation-api,recommendation_latency_ms,119.56,ms
62,2026-06-29 17:04:00,recommendation-api,recommendation_error_rate,0.016,%
63,2026-06-29 17:04:00,recommendation-db,db_cpu_percent,35.8,%
64,2026-06-29 17:04:00,recommendation-db,db_connection_count,30.0,count
65,2026-06-29 17:04:00,recommendation-db,db_read_qps,156.0,qps
66,2026-06-29 17:04:00,recommendation-db,db_write_qps,18.0,qps
67,2026-06-29 17:04:00,recommendation-db,db_query_latency_ms,3.97,ms
68,2026-06-29 17:04:00,recommendation-cache,cache_hit_rate,87.26,%
69,2026-06-29 17:04:00,recommendation-cache,cache_refresh_rate,14.0,ops
70,2026-06-29 17:04:00,recommendation-cache,cache_evictions,3.0,count
71,2026-06-29 17:04:00,ranking-service,pod_cpu_percent,51.3,%
72,2026-06-29 17:04:00,ranking-service,pod_memory_percent,53.4,%
73,2026-06-29 17:04:00,business,recommendation_ctr,4.13,%
74,2026-06-29 17:04:00,business,homepage_load_time,339.56,ms
75,2026-06-29 17:05:00,recommendation-api,recommendation_requests_total,3099.0,count
76,2026-06-29 17:05:00,recommendation-api,recommendation_latency_ms,117.78,ms
77,2026-06-29 17:05:00,recommendation-api,recommendation_error_rate,0.009,%
78,2026-06-29 17:05:00,recommendation-db,db_cpu_percent,33.7,%
79,2026-06-29 17:05:00,recommendation-db,db_connection_count,30.0,count
80,2026-06-29 17:05:00,recommendation-db,db_read_qps,142.0,qps
81,2026-06-29 17:05:00,recommendation-db,db_write_qps,19.0,qps
82,2026-06-29 17:05:00,recommendation-db,db_query_latency_ms,4.36,ms
83,2026-06-29 17:05:00,recommendation-cache,cache_hit_rate,88.47,%
84,2026-06-29 17:05:00,recommendation-cache,cache_refresh_rate,14.0,ops
85,2026-06-29 17:05:00,recommendation-cache,cache_evictions,2.0,count
86,2026-06-29 17:05:00,ranking-service,pod_cpu_percent,51.7,%
87,2026-06-29 17:05:00,ranking-service,pod_memory_percent,53.5,%
88,2026-06-29 17:05:00,business,recommendation_ctr,4.08,%
89,2026-06-29 17:05:00,business,homepage_load_time,337.78,ms
90,2026-06-29 17:06:00,recommendation-api,recommendation_requests_total,3119.0,count
91,2026-06-29 17:06:00,recommendation-api,recommendation_latency_ms,119.74,ms
92,2026-06-29 17:06:00,recommendation-api,recommendation_error_rate,0.036,%
93,2026-06-29 17:06:00,recommendation-db,db_cpu_percent,32.6,%
94,2026-06-29 17:06:00,recommendation-db,db_connection_count,28.0,count
95,2026-06-29 17:06:00,recommendation-db,db_read_qps,150.0,qps
96,2026-06-29 17:06:00,recommendation-db,db_write_qps,27.0,qps
97,2026-06-29 17:06:00,recommendation-db,db_query_latency_ms,4.96,ms
98,2026-06-29 17:06:00,recommendation-cache,cache_hit_rate,87.96,%
99,2026-06-29 17:06:00,recommendation-cache,cache_refresh_rate,17.0,ops
100,2026-06-29 17:06:00,recommendation-cache,cache_evictions,2.0,count
101,2026-06-29 17:06:00,ranking-service,pod_cpu_percent,51.8,%
102,2026-06-29 17:06:00,ranking-service,pod_memory_percent,53.3,%
103,2026-06-29 17:06:00,business,recommendation_ctr,3.94,%
104,2026-06-29 17:06:00,business,homepage_load_time,339.74,ms
105,2026-06-29 17:07:00,recommendation-api,recommendation_requests_total,3139.0,count
106,2026-06-29 17:07:00,recommendation-api,recommendation_latency_ms,117.3,ms
107,2026-06-29 17:07:00,recommendation-api,recommendation_error_rate,0.012,%
108,2026-06-29 17:07:00,recommendation-db,db_cpu_percent,32.8,%
109,2026-06-29 17:07:00,recommendation-db,db_connection_count,28.0,count
110,2026-06-29 17:07:00,recommendation-db,db_read_qps,152.0,qps
111,2026-06-29 17:07:00,recommendation-db,db_write_qps,12.0,qps
112,2026-06-29 17:07:00,recommendation-db,db_query_latency_ms,4.94,ms
113,2026-06-29 17:07:00,recommendation-cache,cache_hit_rate,87.85,%
114,2026-06-29 17:07:00,recommendation-cache,cache_refresh_rate,15.0,ops
115,2026-06-29 17:07:00,recommendation-cache,cache_evictions,2.0,count
116,2026-06-29 17:07:00,ranking-service,pod_cpu_percent,52.1,%
117,2026-06-29 17:07:00,ranking-service,pod_memory_percent,53.3,%
118,2026-06-29 17:07:00,business,recommendation_ctr,4.15,%
119,2026-06-29 17:07:00,business,homepage_load_time,337.3,ms
120,2026-06-29 17:08:00,recommendation-api,recommendation_requests_total,3159.0,count
121,2026-06-29 17:08:00,recommendation-api,recommendation_latency_ms,116.84,ms
122,2026-06-29 17:08:00,recommendation-api,recommendation_error_rate,0.005,%
123,2026-06-29 17:08:00,recommendation-db,db_cpu_percent,35.8,%
124,2026-06-29 17:08:00,recommendation-db,db_connection_count,27.0,count
125,2026-06-29 17:08:00,recommendation-db,db_read_qps,154.0,qps
126,2026-06-29 17:08:00,recommendation-db,db_write_qps,24.0,qps
127,2026-06-29 17:08:00,recommendation-db,db_query_latency_ms,4.4,ms
128,2026-06-29 17:08:00,recommendation-cache,cache_hit_rate,87.74,%
129,2026-06-29 17:08:00,recommendation-cache,cache_refresh_rate,16.0,ops
130,2026-06-29 17:08:00,recommendation-cache,cache_evictions,4.0,count
131,2026-06-29 17:08:00,ranking-service,pod_cpu_percent,51.2,%
132,2026-06-29 17:08:00,ranking-service,pod_memory_percent,53.3,%
133,2026-06-29 17:08:00,business,recommendation_ctr,4.23,%
134,2026-06-29 17:08:00,business,homepage_load_time,336.84,ms
135,2026-06-29 17:09:00,recommendation-api,recommendation_requests_total,3179.0,count
136,2026-06-29 17:09:00,recommendation-api,recommendation_latency_ms,120.92,ms
137,2026-06-29 17:09:00,recommendation-api,recommendation_error_rate,0.039,%
138,2026-06-29 17:09:00,recommendation-db,db_cpu_percent,32.9,%
139,2026-06-29 17:09:00,recommendation-db,db_connection_count,26.0,count
140,2026-06-29 17:09:00,recommendation-db,db_read_qps,154.0,qps
141,2026-06-29 17:09:00,recommendation-db,db_write_qps,17.0,qps
142,2026-06-29 17:09:00,recommendation-db,db_query_latency_ms,4.45,ms
143,2026-06-29 17:09:00,recommendation-cache,cache_hit_rate,87.88,%
144,2026-06-29 17:09:00,recommendation-cache,cache_refresh_rate,13.0,ops
145,2026-06-29 17:09:00,recommendation-cache,cache_evictions,2.0,count
146,2026-06-29 17:09:00,ranking-service,pod_cpu_percent,51.3,%
147,2026-06-29 17:09:00,ranking-service,pod_memory_percent,53.3,%
148,2026-06-29 17:09:00,business,recommendation_ctr,4.22,%
149,2026-06-29 17:09:00,business,homepage_load_time,340.92,ms
150,2026-06-29 17:10:00,recommendation-api,recommendation_requests_total,3199.0,count
151,2026-06-29 17:10:00,recommendation-api,recommendation_latency_ms,119.01,ms
152,2026-06-29 17:10:00,recommendation-api,recommendation_error_rate,0.008,%
153,2026-06-29 17:10:00,recommendation-db,db_cpu_percent,39.3,%
154,2026-06-29 17:10:00,recommendation-db,db_connection_count,30.0,count
155,2026-06-29 17:10:00,recommendation-db,db_read_qps,165.0,qps
156,2026-06-29 17:10:00,recommendation-db,db_write_qps,22.0,qps
157,2026-06-29 17:10:00,recommendation-db,db_query_latency_ms,4.59,ms
158,2026-06-29 17:10:00,recommendation-cache,cache_hit_rate,87.04,%
159,2026-06-29 17:10:00,recommendation-cache,cache_refresh_rate,15.0,ops
160,2026-06-29 17:10:00,recommendation-cache,cache_evictions,4.0,count
161,2026-06-29 17:10:00,ranking-service,pod_cpu_percent,52.1,%
162,2026-06-29 17:10:00,ranking-service,pod_memory_percent,53.4,%
163,2026-06-29 17:10:00,business,recommendation_ctr,4.31,%
164,2026-06-29 17:10:00,business,homepage_load_time,339.01,ms
165,2026-06-29 17:11:00,recommendation-api,recommendation_requests_total,3218.0,count
166,2026-06-29 17:11:00,recommendation-api,recommendation_latency_ms,115.57,ms
167,2026-06-29 17:11:00,recommendation-api,recommendation_error_rate,0.021,%
168,2026-06-29 17:11:00,recommendation-db,db_cpu_percent,35.1,%
169,2026-06-29 17:11:00,recommendation-db,db_connection_count,33.0,count
170,2026-06-29 17:11:00,recommendation-db,db_read_qps,160.0,qps
171,2026-06-29 17:11:00,recommendation-db,db_write_qps,18.0,qps
172,2026-06-29 17:11:00,recommendation-db,db_query_latency_ms,4.2,ms
173,2026-06-29 17:11:00,recommendation-cache,cache_hit_rate,87.55,%
174,2026-06-29 17:11:00,recommendation-cache,cache_refresh_rate,17.0,ops
175,2026-06-29 17:11:00,recommendation-cache,cache_evictions,4.0,count
176,2026-06-29 17:11:00,ranking-service,pod_cpu_percent,48.8,%
177,2026-06-29 17:11:00,ranking-service,pod_memory_percent,53.3,%
178,2026-06-29 17:11:00,business,recommendation_ctr,4.15,%
179,2026-06-29 17:11:00,business,homepage_load_time,335.57,ms
180,2026-06-29 17:12:00,recommendation-api,recommendation_requests_total,3238.0,count
181,2026-06-29 17:12:00,recommendation-api,recommendation_latency_ms,122.87,ms
182,2026-06-29 17:12:00,recommendation-api,recommendation_error_rate,0.008,%
183,2026-06-29 17:12:00,recommendation-db,db_cpu_percent,37.0,%
184,2026-06-29 17:12:00,recommendation-db,db_connection_count,28.0,count
185,2026-06-29 17:12:00,recommendation-db,db_read_qps,162.0,qps
186,2026-06-29 17:12:00,recommendation-db,db_write_qps,17.0,qps
187,2026-06-29 17:12:00,recommendation-db,db_query_latency_ms,4.4,ms
188,2026-06-29 17:12:00,recommendation-cache,cache_hit_rate,87.47,%
189,2026-06-29 17:12:00,recommendation-cache,cache_refresh_rate,15.0,ops
190,2026-06-29 17:12:00,recommendation-cache,cache_evictions,4.0,count
191,2026-06-29 17:12:00,ranking-service,pod_cpu_percent,53.2,%
192,2026-06-29 17:12:00,ranking-service,pod_memory_percent,53.0,%
193,2026-06-29 17:12:00,business,recommendation_ctr,4.22,%
194,2026-06-29 17:12:00,business,homepage_load_time,342.87,ms
195,2026-06-29 17:13:00,recommendation-api,recommendation_requests_total,3257.0,count
196,2026-06-29 17:13:00,recommendation-api,recommendation_latency_ms,120.8,ms
197,2026-06-29 17:13:00,recommendation-api,recommendation_error_rate,0.023,%
198,2026-06-29 17:13:00,recommendation-db,db_cpu_percent,31.6,%
199,2026-06-29 17:13:00,recommendation-db,db_connection_count,24.0,count
200,2026-06-29 17:13:00,recommendation-db,db_read_qps,155.0,qps
201,2026-06-29 17:13:00,recommendation-db,db_write_qps,26.0,qps
202,2026-06-29 17:13:00,recommendation-db,db_query_latency_ms,4.66,ms
203,2026-06-29 17:13:00,recommendation-cache,cache_hit_rate,88.09,%
204,2026-06-29 17:13:00,recommendation-cache,cache_refresh_rate,15.0,ops
205,2026-06-29 17:13:00,recommendation-cache,cache_evictions,2.0,count
206,2026-06-29 17:13:00,ranking-service,pod_cpu_percent,50.3,%
207,2026-06-29 17:13:00,ranking-service,pod_memory_percent,53.3,%
208,2026-06-29 17:13:00,business,recommendation_ctr,4.23,%
209,2026-06-29 17:13:00,business,homepage_load_time,340.8,ms
210,2026-06-29 17:14:00,recommendation-api,recommendation_requests_total,3277.0,count
211,2026-06-29 17:14:00,recommendation-api,recommendation_latency_ms,114.52,ms
212,2026-06-29 17:14:00,recommendation-api,recommendation_error_rate,0.028,%
213,2026-06-29 17:14:00,recommendation-db,db_cpu_percent,35.2,%
214,2026-06-29 17:14:00,recommendation-db,db_connection_count,26.0,count
215,2026-06-29 17:14:00,recommendation-db,db_read_qps,155.0,qps
216,2026-06-29 17:14:00,recommendation-db,db_write_qps,30.0,qps
217,2026-06-29 17:14:00,recommendation-db,db_query_latency_ms,4.7,ms
218,2026-06-29 17:14:00,recommendation-cache,cache_hit_rate,88.15,%
219,2026-06-29 17:14:00,recommendation-cache,cache_refresh_rate,14.0,ops
220,2026-06-29 17:14:00,recommendation-cache,cache_evictions,4.0,count
221,2026-06-29 17:14:00,ranking-service,pod_cpu_percent,50.2,%
222,2026-06-29 17:14:00,ranking-service,pod_memory_percent,53.5,%
223,2026-06-29 17:14:00,business,recommendation_ctr,4.32,%
224,2026-06-29 17:14:00,business,homepage_load_time,334.52,ms
225,2026-06-29 17:15:00,recommendation-api,recommendation_requests_total,3296.0,count
226,2026-06-29 17:15:00,recommendation-api,recommendation_latency_ms,114.1,ms
227,2026-06-29 17:15:00,recommendation-api,recommendation_error_rate,0.012,%
228,2026-06-29 17:15:00,recommendation-db,db_cpu_percent,42.1,%
229,2026-06-29 17:15:00,recommendation-db,db_connection_count,31.0,count
230,2026-06-29 17:15:00,recommendation-db,db_read_qps,195.0,qps
231,2026-06-29 17:15:00,recommendation-db,db_write_qps,71.0,qps
232,2026-06-29 17:15:00,recommendation-db,db_query_latency_ms,4.27,ms
233,2026-06-29 17:15:00,recommendation-cache,cache_hit_rate,85.21,%
234,2026-06-29 17:15:00,recommendation-cache,cache_refresh_rate,45.0,ops
235,2026-06-29 17:15:00,recommendation-cache,cache_evictions,8.0,count
236,2026-06-29 17:15:00,ranking-service,pod_cpu_percent,52.0,%
237,2026-06-29 17:15:00,ranking-service,pod_memory_percent,53.4,%
238,2026-06-29 17:15:00,business,recommendation_ctr,4.19,%
239,2026-06-29 17:15:00,business,homepage_load_time,334.1,ms
240,2026-06-29 17:16:00,recommendation-api,recommendation_requests_total,3316.0,count
241,2026-06-29 17:16:00,recommendation-api,recommendation_latency_ms,123.76,ms
242,2026-06-29 17:16:00,recommendation-api,recommendation_error_rate,0.011,%
243,2026-06-29 17:16:00,recommendation-db,db_cpu_percent,41.1,%
244,2026-06-29 17:16:00,recommendation-db,db_connection_count,30.0,count
245,2026-06-29 17:16:00,recommendation-db,db_read_qps,194.0,qps
246,2026-06-29 17:16:00,recommendation-db,db_write_qps,69.0,qps
247,2026-06-29 17:16:00,recommendation-db,db_query_latency_ms,5.32,ms
248,2026-06-29 17:16:00,recommendation-cache,cache_hit_rate,85.31,%
249,2026-06-29 17:16:00,recommendation-cache,cache_refresh_rate,46.0,ops
250,2026-06-29 17:16:00,recommendation-cache,cache_evictions,5.0,count
251,2026-06-29 17:16:00,ranking-service,pod_cpu_percent,52.3,%
252,2026-06-29 17:16:00,ranking-service,pod_memory_percent,53.3,%
253,2026-06-29 17:16:00,business,recommendation_ctr,4.09,%
254,2026-06-29 17:16:00,business,homepage_load_time,343.76,ms
255,2026-06-29 17:17:00,recommendation-api,recommendation_requests_total,3335.0,count
256,2026-06-29 17:17:00,recommendation-api,recommendation_latency_ms,115.86,ms
257,2026-06-29 17:17:00,recommendation-api,recommendation_error_rate,0.029,%
258,2026-06-29 17:17:00,recommendation-db,db_cpu_percent,38.4,%
259,2026-06-29 17:17:00,recommendation-db,db_connection_count,28.0,count
260,2026-06-29 17:17:00,recommendation-db,db_read_qps,198.0,qps
261,2026-06-29 17:17:00,recommendation-db,db_write_qps,72.0,qps
262,2026-06-29 17:17:00,recommendation-db,db_query_latency_ms,4.05,ms
263,2026-06-29 17:17:00,recommendation-cache,cache_hit_rate,85.16,%
264,2026-06-29 17:17:00,recommendation-cache,cache_refresh_rate,47.0,ops
265,2026-06-29 17:17:00,recommendation-cache,cache_evictions,5.0,count
266,2026-06-29 17:17:00,ranking-service,pod_cpu_percent,49.8,%
267,2026-06-29 17:17:00,ranking-service,pod_memory_percent,53.4,%
268,2026-06-29 17:17:00,business,recommendation_ctr,4.22,%
269,2026-06-29 17:17:00,business,homepage_load_time,335.86,ms
270,2026-06-29 17:18:00,recommendation-api,recommendation_requests_total,3354.0,count
271,2026-06-29 17:18:00,recommendation-api,recommendation_latency_ms,120.1,ms
272,2026-06-29 17:18:00,recommendation-api,recommendation_error_rate,0.026,%
273,2026-06-29 17:18:00,recommendation-db,db_cpu_percent,38.8,%
274,2026-06-29 17:18:00,recommendation-db,db_connection_count,30.0,count
275,2026-06-29 17:18:00,recommendation-db,db_read_qps,202.0,qps
276,2026-06-29 17:18:00,recommendation-db,db_write_qps,67.0,qps
277,2026-06-29 17:18:00,recommendation-db,db_query_latency_ms,4.16,ms
278,2026-06-29 17:18:00,recommendation-cache,cache_hit_rate,84.89,%
279,2026-06-29 17:18:00,recommendation-cache,cache_refresh_rate,48.0,ops
280,2026-06-29 17:18:00,recommendation-cache,cache_evictions,5.0,count
281,2026-06-29 17:18:00,ranking-service,pod_cpu_percent,53.4,%
282,2026-06-29 17:18:00,ranking-service,pod_memory_percent,53.1,%
283,2026-06-29 17:18:00,business,recommendation_ctr,4.31,%
284,2026-06-29 17:18:00,business,homepage_load_time,340.1,ms
285,2026-06-29 17:19:00,recommendation-api,recommendation_requests_total,3373.0,count
286,2026-06-29 17:19:00,recommendation-api,recommendation_latency_ms,124.17,ms
287,2026-06-29 17:19:00,recommendation-api,recommendation_error_rate,0.031,%
288,2026-06-29 17:19:00,recommendation-db,db_cpu_percent,40.5,%
289,2026-06-29 17:19:00,recommendation-db,db_connection_count,32.0,count
290,2026-06-29 17:19:00,recommendation-db,db_read_qps,214.0,qps
291,2026-06-29 17:19:00,recommendation-db,db_write_qps,76.0,qps
292,2026-06-29 17:19:00,recommendation-db,db_query_latency_ms,5.66,ms
293,2026-06-29 17:19:00,recommendation-cache,cache_hit_rate,84.13,%
294,2026-06-29 17:19:00,recommendation-cache,cache_refresh_rate,49.0,ops
295,2026-06-29 17:19:00,recommendation-cache,cache_evictions,6.0,count
296,2026-06-29 17:19:00,ranking-service,pod_cpu_percent,52.8,%
297,2026-06-29 17:19:00,ranking-service,pod_memory_percent,53.3,%
298,2026-06-29 17:19:00,business,recommendation_ctr,4.3,%
299,2026-06-29 17:19:00,business,homepage_load_time,344.17,ms
300,2026-06-29 17:20:00,recommendation-api,recommendation_requests_total,3392.0,count
301,2026-06-29 17:20:00,recommendation-api,recommendation_latency_ms,130.62,ms
302,2026-06-29 17:20:00,recommendation-api,recommendation_error_rate,0.001,%
303,2026-06-29 17:20:00,recommendation-db,db_cpu_percent,38.4,%
304,2026-06-29 17:20:00,recommendation-db,db_connection_count,29.0,count
305,2026-06-29 17:20:00,recommendation-db,db_read_qps,205.0,qps
306,2026-06-29 17:20:00,recommendation-db,db_write_qps,72.0,qps
307,2026-06-29 17:20:00,recommendation-db,db_query_latency_ms,4.52,ms
308,2026-06-29 17:20:00,recommendation-cache,cache_hit_rate,84.88,%
309,2026-06-29 17:20:00,recommendation-cache,cache_refresh_rate,51.0,ops
310,2026-06-29 17:20:00,recommendation-cache,cache_evictions,6.0,count
311,2026-06-29 17:20:00,ranking-service,pod_cpu_percent,49.5,%
312,2026-06-29 17:20:00,ranking-service,pod_memory_percent,53.3,%
313,2026-06-29 17:20:00,business,recommendation_ctr,4.27,%
314,2026-06-29 17:20:00,business,homepage_load_time,350.62,ms
315,2026-06-29 17:21:00,recommendation-api,recommendation_requests_total,3411.0,count
316,2026-06-29 17:21:00,recommendation-api,recommendation_latency_ms,115.76,ms
317,2026-06-29 17:21:00,recommendation-api,recommendation_error_rate,0.022,%
318,2026-06-29 17:21:00,recommendation-db,db_cpu_percent,37.0,%
319,2026-06-29 17:21:00,recommendation-db,db_connection_count,28.0,count
320,2026-06-29 17:21:00,recommendation-db,db_read_qps,205.0,qps
321,2026-06-29 17:21:00,recommendation-db,db_write_qps,78.0,qps
322,2026-06-29 17:21:00,recommendation-db,db_query_latency_ms,4.7,ms
323,2026-06-29 17:21:00,recommendation-cache,cache_hit_rate,84.94,%
324,2026-06-29 17:21:00,recommendation-cache,cache_refresh_rate,52.0,ops
325,2026-06-29 17:21:00,recommendation-cache,cache_evictions,5.0,count
326,2026-06-29 17:21:00,ranking-service,pod_cpu_percent,51.1,%
327,2026-06-29 17:21:00,ranking-service,pod_memory_percent,53.8,%
328,2026-06-29 17:21:00,business,recommendation_ctr,4.2,%
329,2026-06-29 17:21:00,business,homepage_load_time,335.76,ms
330,2026-06-29 17:22:00,recommendation-api,recommendation_requests_total,3430.0,count
331,2026-06-29 17:22:00,recommendation-api,recommendation_latency_ms,115.55,ms
332,2026-06-29 17:22:00,recommendation-api,recommendation_error_rate,0.019,%
333,2026-06-29 17:22:00,recommendation-db,db_cpu_percent,39.4,%
334,2026-06-29 17:22:00,recommendation-db,db_connection_count,29.0,count
335,2026-06-29 17:22:00,recommendation-db,db_read_qps,211.0,qps
336,2026-06-29 17:22:00,recommendation-db,db_write_qps,69.0,qps
337,2026-06-29 17:22:00,recommendation-db,db_query_latency_ms,4.76,ms
338,2026-06-29 17:22:00,recommendation-cache,cache_hit_rate,84.62,%
339,2026-06-29 17:22:00,recommendation-cache,cache_refresh_rate,53.0,ops
340,2026-06-29 17:22:00,recommendation-cache,cache_evictions,6.0,count
341,2026-06-29 17:22:00,ranking-service,pod_cpu_percent,53.5,%
342,2026-06-29 17:22:00,ranking-service,pod_memory_percent,53.1,%
343,2026-06-29 17:22:00,business,recommendation_ctr,4.25,%
344,2026-06-29 17:22:00,business,homepage_load_time,335.55,ms
345,2026-06-29 17:23:00,recommendation-api,recommendation_requests_total,3448.0,count
346,2026-06-29 17:23:00,recommendation-api,recommendation_latency_ms,112.94,ms
347,2026-06-29 17:23:00,recommendation-api,recommendation_error_rate,0.029,%
348,2026-06-29 17:23:00,recommendation-db,db_cpu_percent,38.6,%
349,2026-06-29 17:23:00,recommendation-db,db_connection_count,33.0,count
350,2026-06-29 17:23:00,recommendation-db,db_read_qps,220.0,qps
351,2026-06-29 17:23:00,recommendation-db,db_write_qps,78.0,qps
352,2026-06-29 17:23:00,recommendation-db,db_query_latency_ms,4.62,ms
353,2026-06-29 17:23:00,recommendation-cache,cache_hit_rate,84.03,%
354,2026-06-29 17:23:00,recommendation-cache,cache_refresh_rate,54.0,ops
355,2026-06-29 17:23:00,recommendation-cache,cache_evictions,8.0,count
356,2026-06-29 17:23:00,ranking-service,pod_cpu_percent,53.8,%
357,2026-06-29 17:23:00,ranking-service,pod_memory_percent,53.1,%
358,2026-06-29 17:23:00,business,recommendation_ctr,4.41,%
359,2026-06-29 17:23:00,business,homepage_load_time,332.94,ms
360,2026-06-29 17:24:00,recommendation-api,recommendation_requests_total,3467.0,count
361,2026-06-29 17:24:00,recommendation-api,recommendation_latency_ms,114.83,ms
362,2026-06-29 17:24:00,recommendation-api,recommendation_error_rate,0.019,%
363,2026-06-29 17:24:00,recommendation-db,db_cpu_percent,39.1,%
364,2026-06-29 17:24:00,recommendation-db,db_connection_count,31.0,count
365,2026-06-29 17:24:00,recommendation-db,db_read_qps,223.0,qps
366,2026-06-29 17:24:00,recommendation-db,db_write_qps,88.0,qps
367,2026-06-29 17:24:00,recommendation-db,db_query_latency_ms,4.73,ms
368,2026-06-29 17:24:00,recommendation-cache,cache_hit_rate,83.86,%
369,2026-06-29 17:24:00,recommendation-cache,cache_refresh_rate,55.0,ops
370,2026-06-29 17:24:00,recommendation-cache,cache_evictions,6.0,count
371,2026-06-29 17:24:00,ranking-service,pod_cpu_percent,50.8,%
372,2026-06-29 17:24:00,ranking-service,pod_memory_percent,53.3,%
373,2026-06-29 17:24:00,business,recommendation_ctr,3.88,%
374,2026-06-29 17:24:00,business,homepage_load_time,334.83,ms
375,2026-06-29 17:25:00,recommendation-api,recommendation_requests_total,3485.0,count
376,2026-06-29 17:25:00,recommendation-api,recommendation_latency_ms,126.28,ms
377,2026-06-29 17:25:00,recommendation-api,recommendation_error_rate,0.006,%
378,2026-06-29 17:25:00,recommendation-db,db_cpu_percent,38.3,%
379,2026-06-29 17:25:00,recommendation-db,db_connection_count,29.0,count
